ID,Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),CO2 Emissions(g/km)
5781,FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,14.3,10.5,295
5782,FORD,F-150 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS10,X,14.7,10.7,303
5783,FORD,F-150 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS10,X,14.7,11.2,308
5784,FORD,F-150 4X4 Limited,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,13.8,11.2,296
5785,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5,8,AS10,X,15.1,11,312
5786,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5,8,AS10,E,20,15.6,300
5787,FORD,F-150 FFV 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,5,8,AS10,X,15.7,11.8,326
5788,FORD,F-150 FFV 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,5,8,AS10,E,20,15.6,300
5789,FORD,F-150 FFV 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,5,8,AS10,X,16.8,12.4,347
5790,FORD,F-150 FFV 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,5,8,AS10,E,21.3,17.2,323
5791,FORD,F-150 Raptor 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,15.3,13.1,336
5792,FORD,Flex,SUV - STANDARD,3.5,6,AS6,X,14.7,10.2,298
5793,FORD,Flex AWD,SUV - STANDARD,3.5,6,AS6,X,14.7,10.7,303
5794,FORD,Flex AWD GTDI,SUV - STANDARD,3.5,6,AS6,X,15.7,11.2,322
5795,FORD,Fiesta,SUBCOMPACT,1.6,4,AM6,X,8.6,6.4,178
5796,FORD,Fiesta,SUBCOMPACT,1.6,4,M5,X,8.8,6.8,184
5797,FORD,Fiesta ST,SUBCOMPACT,1.6,4,M6,X,9.2,7.4,196
5798,FORD,Fusion,MID-SIZE,1.5,4,AS6,X,10,7,204
5799,FORD,Fusion Hybrid,MID-SIZE,2,4,AV,X,5.5,5.6,131
5800,FORD,GT,TWO-SEATER,3.5,6,AM7,Z,20.4,13.1,402
5801,FORD,Mustang,SUBCOMPACT,2.3,4,AS10,X,11.2,7.3,221
5802,FORD,Mustang (Performance Pkg),SUBCOMPACT,2.3,4,AS10,X,11.8,8.4,242
5803,FORD,Mustang,SUBCOMPACT,2.3,4,M6,X,11.2,7.9,227
5804,FORD,Mustang (Performance Pkg),SUBCOMPACT,2.3,4,M6,X,11.8,8.7,244
5805,FORD,Mustang,SUBCOMPACT,5,8,AS10,X,15,9.1,289
5806,FORD,Mustang,SUBCOMPACT,5,8,M6,X,16.1,9.9,311
5807,FORD,Mustang Bullitt,SUBCOMPACT,5,8,M6,X,16.1,9.9,311
5808,FORD,Mustang Convertible,SUBCOMPACT,2.3,4,AS10,X,11.9,8.4,243
5809,FORD,Mustang Convertible,SUBCOMPACT,2.3,4,M6,X,11.8,8.4,241
5810,FORD,Mustang Convertible,SUBCOMPACT,5,8,AS10,X,15.4,9.7,302
5811,FORD,Ranger 4WD,PICKUP TRUCK - STANDARD,2.3,4,AS10,X,11.8,9.8,256
5812,FORD,Shelby GT350 Mustang,SUBCOMPACT,5.2,8,M6,Z,17.2,11.3,341
5813,FORD,T-150 Wagon,VAN - PASSENGER,3.5,6,AS6,X,16.2,12.8,346
5814,FORD,T-150 Wagon,VAN - PASSENGER,3.7,6,AS6,X,16.9,13.1,355
5815,FORD,Taurus FFV,FULL-SIZE,3.5,6,AS6,X,13.5,9,270
5816,FORD,Taurus FFV,FULL-SIZE,3.5,6,AS6,E,17.8,12.1,254
5817,FORD,Taurus AWD,FULL-SIZE,3.5,6,AS6,X,14.6,10,294
5818,FORD,Taurus FFV AWD,FULL-SIZE,3.5,6,AS6,X,14,9.9,291
5819,FORD,Taurus FFV AWD,FULL-SIZE,3.5,6,AS6,E,18.5,13,267
5820,FORD,Transit Connect Van,SPECIAL PURPOSE VEHICLE,2,4,AS8,X,9.8,8.8,219
5821,FORD,Transit Connect Van FFV,SPECIAL PURPOSE VEHICLE,2,4,AS8,X,9.8,8.8,219
5822,FORD,Transit Connect Van FFV,SPECIAL PURPOSE VEHICLE,2,4,AS8,E,13.3,11.8,209
5823,FORD,Transit Connect Van,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,12,8.8,247
5824,FORD,Transit Connect Wagon LWB,SPECIAL PURPOSE VEHICLE,2,4,AS8,X,9.9,8.2,214
5825,FORD,Transit Connect Wagon LWB FFV,SPECIAL PURPOSE VEHICLE,2,4,AS8,X,9.9,8.2,214
5826,FORD,Transit Connect Wagon LWB FFV,SPECIAL PURPOSE VEHICLE,2,4,AS8,E,13.7,11.1,208
5827,FORD,Transit Connect Wagon LWB,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,12.1,9,251
5828,GENESIS,G70,COMPACT,2,4,M6,Z,12.8,8.5,255
5829,GENESIS,G70 AWD,COMPACT,2,4,AS8,Z,11.5,8.7,241
5830,GENESIS,G70 AWD,COMPACT,3.3,6,AS8,Z,13.3,9.5,274
5831,GENESIS,G80 AWD,FULL-SIZE,3.3,6,AS8,Z,13.8,9.7,282
5832,GENESIS,G80 AWD,FULL-SIZE,3.8,6,AS8,X,13.4,9.6,276
5833,GENESIS,G80 AWD,FULL-SIZE,5,8,AS8,Z,15.6,10.4,312
5834,GENESIS,G90 AWD,FULL-SIZE,3.3,6,AS8,Z,13.7,9.7,279
5835,GENESIS,G90 AWD,FULL-SIZE,5,8,AS8,Z,15.2,10.2,306
5836,GMC,Acadia,SUV - STANDARD,2.5,4,A6,X,11.1,9.2,237
5837,GMC,Acadia,SUV - STANDARD,3.6,6,A6,X,13.1,9.4,268
5838,GMC,Acadia AWD,SUV - STANDARD,2.5,4,A6,X,11.3,9.4,248
5839,GMC,Acadia AWD,SUV - STANDARD,3.6,6,A6,X,13.5,9.5,275
5840,GMC,Canyon,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.1,9.2,253
5841,GMC,Canyon,PICKUP TRUCK - SMALL,2.5,4,M6,X,11.9,9.2,251
5842,GMC,Canyon,PICKUP TRUCK - SMALL,2.8,4,A6,D,11.8,7.9,270
5843,GMC,Canyon,PICKUP TRUCK - SMALL,3.6,6,A8,X,13.4,9.6,274
5844,GMC,Canyon 4WD,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.7,9.8,267
5845,GMC,Canyon 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,D,12.2,8.4,283
5846,GMC,Canyon 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,X,14,9.9,286
5847,GMC,Sierra,PICKUP TRUCK - STANDARD,2.7,4,A8,X,11.9,10.3,261
5848,GMC,Sierra,PICKUP TRUCK - STANDARD,4.3,6,A6,X,15.1,11.5,317
5849,GMC,Sierra,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.9,11.4,326
5850,GMC,Sierra FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.7,11.9,329
5851,GMC,Sierra FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,21.1,15,306
5852,GMC,Sierra,PICKUP TRUCK - STANDARD,5.3,8,A8,X,14.3,10.4,294
5853,GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,2.7,4,A8,X,12.6,10.9,277
5854,GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,X,15.8,11.9,329
5855,GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.9,11.7,330
5856,GMC,Sierra 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,16,12.5,339
5857,GMC,Sierra 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,22,16.1,323
5858,GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,X,15.3,11.2,316
5859,GMC,Sierra 4WD AT4,PICKUP TRUCK - STANDARD,5.3,8,A8,X,15.3,11.8,320
5860,GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,6.2,8,A10,Z,15.5,11.9,326
5861,GMC,Sierra 4WD AT4,PICKUP TRUCK - STANDARD,6.2,8,A10,Z,15.7,12.4,332
5862,GMC,Sierra LTD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.6,10.9,317
5863,GMC,Sierra LTD 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.8,11.4,325
5864,GMC,Terrain,SUV - SMALL,1.5,4,A9,X,9.2,7.9,201
5865,GMC,Terrain,SUV - SMALL,1.6,4,A6,D,8.5,6,199
5866,GMC,Terrain AWD,SUV - SMALL,1.5,4,A9,X,9.6,8.3,210
5867,GMC,Terrain AWD,SUV - SMALL,1.6,4,A6,D,8.5,6.1,199
5868,GMC,Terrain AWD,SUV - SMALL,2,4,A9,Z,11.2,9,239
5869,GMC,Yukon,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,314
5870,GMC,Yukon FFV,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,314
5871,GMC,Yukon FFV,SUV - STANDARD,5.3,8,A6,E,21.2,13.9,298
5872,GMC,Yukon 4WD,SUV - STANDARD,5.3,8,A6,X,15.8,11.1,321
5873,GMC,Yukon 4WD FFV,SUV - STANDARD,5.3,8,A6,X,15.8,11.1,321
5874,GMC,Yukon 4WD FFV,SUV - STANDARD,5.3,8,A6,E,21.7,14.3,305
5875,GMC,Yukon 4WD,SUV - STANDARD,6.2,8,A10,Z,16.4,10.7,325
5876,GMC,Yukon XL,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,314
5877,GMC,Yukon XL FFV,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,314
5878,GMC,Yukon XL FFV,SUV - STANDARD,5.3,8,A6,E,21.2,13.9,298
5879,GMC,Yukon XL 4WD,SUV - STANDARD,5.3,8,A6,X,16.8,11.3,336
5880,GMC,Yukon XL 4WD FFV,SUV - STANDARD,5.3,8,A6,X,16.8,11.3,336
5881,GMC,Yukon XL 4WD FFV,SUV - STANDARD,5.3,8,A6,E,22.2,15.2,317
5882,GMC,Yukon XL 4WD,SUV - STANDARD,6.2,8,A10,Z,17.1,11.3,340
5883,HONDA,Accord,FULL-SIZE,1.5,4,AV,X,7.9,6.3,168
5884,HONDA,Accord,FULL-SIZE,1.5,4,AV7,X,8.2,6.8,177
5885,HONDA,Accord,FULL-SIZE,1.5,4,M6,X,8.9,6.7,185
5886,HONDA,Accord,FULL-SIZE,2,4,M6,X,10.7,7.3,214
5887,HONDA,Accord Sport/Touring,MID-SIZE,2,4,AS10,X,10.4,7.4,211
5888,HONDA,Accord Hybrid,FULL-SIZE,2,4,AV,X,5,5,117
5889,HONDA,Civic Coupe,COMPACT,1.5,4,AV7,X,7.8,6.4,167
5890,HONDA,Civic Coupe,COMPACT,2,4,AV,X,7.8,6.1,164
5891,HONDA,Civic Coupe,COMPACT,2,4,AV7,X,8.3,6.6,176
5892,HONDA,Civic Coupe,COMPACT,2,4,M6,X,9.3,6.7,189
5893,HONDA,Civic Coupe Si,COMPACT,1.5,4,M6,Z,8.4,6.2,173
5894,HONDA,Civic Hatchback,FULL-SIZE,1.5,4,AV,X,7.7,6,162
5895,HONDA,Civic Hatchback,FULL-SIZE,1.5,4,AV7,X,7.9,6.6,170
5896,HONDA,Civic Hatchback,FULL-SIZE,1.5,4,M6,X,8,6.2,167
5897,HONDA,Civic Hatchback Sport,FULL-SIZE,1.5,4,AV7,Z,7.9,6.6,170
5898,HONDA,Civic Hatchback Sport,FULL-SIZE,1.5,4,M6,Z,8,6.2,167
5899,HONDA,Civic Sedan,MID-SIZE,1.5,4,AV7,X,7.8,6.2,165
5900,HONDA,Civic Sedan,MID-SIZE,2,4,AV,X,7.9,6.1,167
5901,HONDA,Civic Sedan,MID-SIZE,2,4,M6,X,9.3,6.5,186
5902,HONDA,Civic Sedan Si,MID-SIZE,1.5,4,M6,Z,8.4,6.2,173
5903,HONDA,Civic Type R,FULL-SIZE,2,4,M6,Z,10.6,8.3,224
5904,HONDA,CR-V,SUV - SMALL,1.5,4,AV,X,8.4,7,181
5905,HONDA,CR-V AWD,SUV - SMALL,1.5,4,AV,X,8.7,7.2,188
5906,HONDA,Fit,STATION WAGON - SMALL,1.5,4,AV,X,7,5.9,151
5907,HONDA,Fit,STATION WAGON - SMALL,1.5,4,AV7,X,7.6,6.5,166
5908,HONDA,Fit,STATION WAGON - SMALL,1.5,4,M6,X,8.1,6.6,174
5909,HONDA,HR-V,STATION WAGON - SMALL,1.8,4,AV,X,8.4,7,181
5910,HONDA,HR-V AWD,STATION WAGON - SMALL,1.8,4,AV,X,8.8,7.5,193
5911,HONDA,HR-V AWD,STATION WAGON - SMALL,1.8,4,AV7,X,9.1,7.7,199
5912,HONDA,Insight EX,MID-SIZE,1.5,4,AV,X,4.6,5.3,114
5913,HONDA,Insight Touring,MID-SIZE,1.5,4,AV,X,4.6,5.3,114
5914,HONDA,Odyssey,MINIVAN,3.5,6,AS9,X,12.6,8.4,252
5915,HONDA,Odyssey Touring,MINIVAN,3.5,6,AS10,X,12.2,8.5,247
5916,HONDA,Passport AWD,SUV - SMALL,3.5,6,A9,X,12.5,9.8,265
5917,HONDA,Pilot,SUV - SMALL,3.5,6,A6,X,12.4,8.7,250
5918,HONDA,Pilot AWD,SUV - SMALL,3.5,6,A6,X,13,9.3,266
5919,HONDA,Pilot AWD,SUV - SMALL,3.5,6,AS9,X,12.4,9.3,257
5920,HONDA,Ridgeline AWD,PICKUP TRUCK - STANDARD,3.5,6,A6,X,12.8,9.5,263
5921,HYUNDAI,Accent,COMPACT,1.6,4,AS6,X,8.2,6.2,172
5922,HYUNDAI,Accent,COMPACT,1.6,4,M6,X,8.2,6.3,173
5923,HYUNDAI,Elantra,MID-SIZE,1.6,4,AM7,X,8.9,7,189
5924,HYUNDAI,Elantra,MID-SIZE,1.6,4,M6,X,10.7,7.8,221
5925,HYUNDAI,Elantra,MID-SIZE,2,4,AS6,X,8.3,6.4,174
5926,HYUNDAI,Elantra,MID-SIZE,2,4,M6,X,9.2,6.5,188
5927,HYUNDAI,Elantra GT,FULL-SIZE,1.6,4,AM7,X,9.7,7.4,205
5928,HYUNDAI,Elantra GT,FULL-SIZE,1.6,4,M6,X,10.3,7.9,218
5929,HYUNDAI,Elantra GT,FULL-SIZE,2,4,AS6,X,9.4,7.1,200
5930,HYUNDAI,Elantra GT,FULL-SIZE,2,4,M6,X,9.8,7.4,207
5931,HYUNDAI,IONIQ,FULL-SIZE,1.6,4,AM6,X,4.3,4.4,104
5932,HYUNDAI,IONIQ Blue,FULL-SIZE,1.6,4,AM6,X,4.2,4,96
5933,HYUNDAI,Kona,SUV - SMALL,2,4,AS6,X,8.6,7,186
5934,HYUNDAI,Kona AWD,SUV - SMALL,1.6,4,AM7,X,9,8,201
5935,HYUNDAI,Kona AWD,SUV - SMALL,2,4,AS6,X,9.2,7.8,202
5936,HYUNDAI,Santa Fe,SUV - SMALL,2.4,4,AS8,X,10.8,8,225
5937,HYUNDAI,Santa Fe AWD,SUV - SMALL,2,4,AS8,X,12.3,9.8,262
5938,HYUNDAI,Santa Fe AWD,SUV - SMALL,2.4,4,AS8,X,11.2,8.7,237
5939,HYUNDAI,Santa Fe XL,SUV - SMALL,3.3,6,AS6,X,13.2,9.4,268
5940,HYUNDAI,Santa Fe XL AWD,SUV - SMALL,3.3,6,AS6,X,13.4,9.7,276
5941,HYUNDAI,Santa Fe XL Ultimate AWD,SUV - SMALL,3.3,6,AS6,X,14.1,10.8,297
5942,HYUNDAI,Sonata,FULL-SIZE,2,4,AS8,X,10.4,7.4,212
5943,HYUNDAI,Sonata,FULL-SIZE,2.4,4,AS6,X,9.3,7.1,198
5944,HYUNDAI,Sonata SE,FULL-SIZE,2.4,4,AS6,X,9.2,6.8,190
5945,HYUNDAI,Sonata Hybrid,MID-SIZE,2,4,AM6,X,6,5.3,135
5946,HYUNDAI,Sonata Hybrid SE,MID-SIZE,2,4,AM6,X,5.9,5.1,132
5947,HYUNDAI,Tucson,SUV - SMALL,2,4,AS6,X,10,7.9,216
5948,HYUNDAI,Tucson AWD,SUV - SMALL,2,4,AS6,X,10.8,9.2,239
5949,HYUNDAI,Tucson AWD,SUV - SMALL,2.4,4,AS6,X,11,9.1,240
5950,HYUNDAI,Veloster,COMPACT,2,4,AS6,X,9.1,7.1,193
5951,HYUNDAI,Veloster,COMPACT,2,4,M6,X,9.4,7.1,198
5952,HYUNDAI,Veloster N,COMPACT,2,4,M6,X,10.6,8.3,226
5953,HYUNDAI,Veloster Turbo,COMPACT,1.6,4,AM7,X,8.5,6.9,184
5954,HYUNDAI,Veloster Turbo,COMPACT,1.6,4,M6,X,9.4,7,197
5955,INFINITI,Q50 AWD,MID-SIZE,2,4,AS7,Z,10.7,8.6,229
5956,INFINITI,Q50 AWD,MID-SIZE,3,6,AS7,Z,12.4,8.7,253
5957,INFINITI,Q50 AWD Red Sport,MID-SIZE,3,6,AS7,Z,12.5,9.3,261
5958,INFINITI,Q60 AWD,SUBCOMPACT,2,4,AS7,Z,11.2,8.5,233
5959,INFINITI,Q60 AWD,SUBCOMPACT,3,6,AS7,Z,12.3,8.7,251
5960,INFINITI,Q60 AWD Red Sport,SUBCOMPACT,3,6,AS7,Z,12.5,9.2,259
5961,INFINITI,Q70 AWD,MID-SIZE,3.7,6,AS7,Z,13.2,9.8,275
5962,INFINITI,Q70 AWD,MID-SIZE,5.6,8,AS7,Z,14.9,10.2,301
5963,INFINITI,QX50 AWD,SUV - SMALL,2,4,AV8,Z,10,7.8,211
5964,INFINITI,QX60 AWD,SUV - SMALL,3.5,6,AV7,Z,12.5,9,257
5965,INFINITI,QX80 4WD,SUV - STANDARD,5.6,8,AS7,Z,17.4,12.2,354
5966,JAGUAR,E-PACE P250,SUV - SMALL,2,4,AS9,Z,11,8.4,231
5967,JAGUAR,F-PACE 20d,SUV - SMALL,2,4,AS8,D,8.9,7.2,218
5968,JAGUAR,F-PACE 25t,SUV - SMALL,2,4,AS8,Z,10.7,8.8,227
5969,JAGUAR,F-PACE 35t,SUV - SMALL,3,6,AS8,Z,13.3,10,277
5970,JAGUAR,F-TYPE Convertible,TWO-SEATER,2,4,AS8,Z,10.2,7.8,215
5971,JAGUAR,F-TYPE Convertible,TWO-SEATER,3,6,AS8,Z,11.9,8.5,242
5972,JAGUAR,F-TYPE Convertible,TWO-SEATER,3,6,M6,Z,14.9,9.8,296
5973,JAGUAR,F-TYPE Convertible R-Dynamic,TWO-SEATER,3,6,AS8,Z,12.4,8.8,253
5974,JAGUAR,F-TYPE Convertible R-Dynamic,TWO-SEATER,3,6,M6,Z,15.3,10,302
5975,JAGUAR,F-TYPE Convertible R-Dynamic AWD,TWO-SEATER,3,6,AS8,Z,13,9.2,265
5976,JAGUAR,F-TYPE Coupe,TWO-SEATER,2,4,AS8,Z,10.2,7.8,215
5977,JAGUAR,F-TYPE Coupe,TWO-SEATER,3,6,AS8,Z,11.9,8.5,242
5978,JAGUAR,F-TYPE Coupe,TWO-SEATER,3,6,M6,Z,14.9,9.8,296
5979,JAGUAR,F-TYPE Coupe R-Dynamic,TWO-SEATER,3,6,AS8,Z,12.4,8.8,253
5980,JAGUAR,F-TYPE Coupe R-Dynamic,TWO-SEATER,3,6,M6,Z,15.3,10,302
5981,JAGUAR,F-TYPE Coupe R-Dynamic AWD,TWO-SEATER,3,6,AS8,Z,13,9.2,265
5982,JAGUAR,F-TYPE R AWD Convertible,TWO-SEATER,5,8,AS8,Z,15.6,10.4,311
5983,JAGUAR,F-TYPE R AWD Coupe,TWO-SEATER,5,8,AS8,Z,15.6,10.4,311
5984,JAGUAR,XE 20d AWD,COMPACT,2,4,AS8,D,7.8,5.8,186
5985,JAGUAR,XE 25t AWD,COMPACT,2,4,AS8,Z,9.8,6.9,200
5986,JAGUAR,XE 35t AWD,COMPACT,3,6,AS8,Z,11.8,8.2,238
5987,JAGUAR,XF 20d AWD,MID-SIZE,2,4,AS8,D,7.8,5.8,186
5988,JAGUAR,XF 25t AWD,MID-SIZE,2,4,AS8,Z,10.1,7.2,207
5989,JAGUAR,XF 35t AWD,MID-SIZE,3,6,AS8,Z,12,8.4,243
5990,JAGUAR,XJ R-Sport AWD,FULL-SIZE,3,6,AS8,Z,14,9,276
5991,JAGUAR,XJL Portfolio AWD,FULL-SIZE,3,6,AS8,Z,14,9.4,280
5992,JAGUAR,XJR LWB,FULL-SIZE,5,8,AS8,Z,15.8,10.3,313
5993,JEEP,Cherokee,SUV - SMALL,2,4,A9,X,10.4,7.6,214
5994,JEEP,Cherokee,SUV - SMALL,2.4,4,A9,X,10.8,7.6,219
5995,JEEP,Cherokee,SUV - SMALL,3.2,6,A9,X,11.9,8.2,240
5996,JEEP,Cherokee 4X4 Active Drive I,SUV - SMALL,2,4,A9,X,11.2,8,229
5997,JEEP,Cherokee 4X4 Active Drive I,SUV - SMALL,2.4,4,A9,X,11.2,8,230
5998,JEEP,Cherokee 4X4 Active Drive I,SUV - SMALL,3.2,6,A9,X,12.2,8.6,249
5999,JEEP,Cherokee 4X4 Active Drive II,SUV - SMALL,2,4,A9,X,11.5,8.6,240
6000,JEEP,Cherokee 4X4 Active Drive II,SUV - SMALL,3.2,6,A9,X,12.8,9,259
6001,JEEP,Cherokee 4X4 Active Drive Lock,SUV - SMALL,2,4,A9,X,11.8,9.2,249
6002,JEEP,Cherokee 4X4 Active Drive Lock,SUV - SMALL,3.2,6,A9,X,12.9,9.9,269
6003,JEEP,Compass,SUV - SMALL,2.4,4,A6,X,10.6,7.6,218
6004,JEEP,Compass,SUV - SMALL,2.4,4,M6,X,10.4,7.3,211
6005,JEEP,Compass 4X4,SUV - SMALL,2.4,4,A9,X,10.8,7.8,222
6006,JEEP,Compass 4X4,SUV - SMALL,2.4,4,M6,X,10.8,7.6,221
6007,JEEP,Grand Cherokee 4X4,SUV - STANDARD,3.6,6,A8,X,12.7,9.6,265
6008,JEEP,Grand Cherokee 4X4,SUV - STANDARD,5.7,8,A8,X,16.7,10.9,331
6009,JEEP,Grand Cherokee 4X4 EcoDiesel,SUV - STANDARD,3,6,A8,D,11.2,8.5,268
6010,JEEP,Grand Cherokee 4X4 SRT,SUV - STANDARD,6.4,8,A8,Z,18.3,12.6,368
6011,JEEP,Grand Cherokee 4X4 Trackhawk,SUV - STANDARD,6.2,8,A8,Z,20.9,13.8,413
6012,JEEP,Renegade,SUV - SMALL,1.3,4,A9,X,9.8,7.4,204
6013,JEEP,Renegade,SUV - SMALL,2.4,4,A9,X,10.8,7.8,222
6014,JEEP,Renegade 4X4,SUV - SMALL,1.3,4,A9,X,10.1,8.1,216
6015,JEEP,Renegade 4X4,SUV - SMALL,2.4,4,A9,X,11.2,8.2,230
6016,JEEP,Renegade 4X4 Trailhawk,SUV - SMALL,1.3,4,A9,X,10.8,8.7,230
6017,JEEP,Wrangler JL 4X4,SUV - SMALL,2,4,A8,X,10.5,9.4,233
6018,JEEP,Wrangler JL 4X4,SUV - SMALL,3.6,6,A8,X,12.8,10.4,274
6019,JEEP,Wrangler JL 4X4,SUV - SMALL,3.6,6,M6,X,13.7,9.6,277
6020,JEEP,Wrangler JL Unlimited 4X4,SUV - SMALL,2,4,A8,X,10.9,10,245
6021,JEEP,Wrangler JL Unlimited 4X4,SUV - SMALL,3.6,6,A8,X,12.9,10.2,275
6022,JEEP,Wrangler JL Unlimited 4X4,SUV - SMALL,3.6,6,M6,X,13.8,10.1,285
6023,KIA,Cadenza,FULL-SIZE,3.3,6,AS8,X,11.6,8.5,238
6024,KIA,Forte,MID-SIZE,2,4,AV,X,7.7,5.9,164
6025,KIA,Forte,MID-SIZE,2,4,M6,X,8.6,6.4,180
6026,KIA,Niro,STATION WAGON - SMALL,1.6,4,AM6,X,4.6,5.1,114
6027,KIA,Niro FE,STATION WAGON - SMALL,1.6,4,AM6,X,4.5,4.8,110
6028,KIA,Niro Touring,STATION WAGON - SMALL,1.6,4,AM6,X,5.1,5.8,129
6029,KIA,Optima,FULL-SIZE,2,4,AS6,X,11.2,7.9,230
6030,KIA,Optima,FULL-SIZE,2.4,4,AS6,X,9.5,7.1,199
6031,KIA,Optima Hybrid,MID-SIZE,2,4,AM6,X,6.1,5.2,133
6032,KIA,Rio,COMPACT,1.6,4,AS6,X,8.5,6.4,177
6033,KIA,Rio,COMPACT,1.6,4,M6,X,8.3,6.4,175
6034,KIA,Sedona,MINIVAN,3.3,6,AS8,X,12.7,10,272
6035,KIA,Sorento,SUV - SMALL,2.4,4,AS6,X,10.7,8.2,225
6036,KIA,Sorento AWD,SUV - SMALL,2.4,4,AS6,X,11.2,9,242
6037,KIA,Sorento AWD,SUV - SMALL,3.3,6,AS8,X,12.5,9.7,265
6038,KIA,Soul,STATION WAGON - SMALL,1.6,4,AM7,X,9.1,7.7,199
6039,KIA,Soul,STATION WAGON - SMALL,1.6,4,AS6,X,9,7.6,198
6040,KIA,Soul,STATION WAGON - SMALL,2,4,AS6,X,9.5,7.8,206
6041,KIA,Sportage,SUV - SMALL,2.4,4,AS6,X,10.3,7.8,218
6042,KIA,Sportage AWD,SUV - SMALL,2,4,AS6,X,11.9,10.2,263
6043,KIA,Sportage AWD,SUV - SMALL,2.4,4,AS6,X,11.3,9.5,247
6044,KIA,Stinger AWD,MID-SIZE,2,4,AS8,Z,11.1,8.1,229
6045,KIA,Stinger AWD,MID-SIZE,3.3,6,AS8,Z,13.6,9.6,279
6046,LAMBORGHINI,Aventador Coupe,TWO-SEATER,6.5,12,AM7,Z,26.3,15.6,487
6047,LAMBORGHINI,Aventador Roadster,TWO-SEATER,6.5,12,AM7,Z,26.6,15.8,493
6048,LAMBORGHINI,Huracan Coupe,TWO-SEATER,5.2,10,AM7,Z,18.1,13.2,366
6049,LAMBORGHINI,Huracan Coupe AWD,TWO-SEATER,5.2,10,AM7,Z,17.9,13,370
6050,LAMBORGHINI,Huracan Spyder,TWO-SEATER,5.2,10,AM7,Z,18.1,13.2,366
6051,LAMBORGHINI,Huracan Spyder AWD,TWO-SEATER,5.2,10,AM7,Z,17.9,13,370
6052,LAMBORGHINI,Huracan Performante Coupe,TWO-SEATER,5.2,10,AM7,Z,17.9,13,370
6053,LAMBORGHINI,Huracan Performante Spyder,TWO-SEATER,5.2,10,AM7,Z,17.9,13,370
6054,LAMBORGHINI,Urus,SUV - STANDARD,4,8,AS8,Z,19.2,14.1,384
6055,LAND ROVER,Discovery,SUV - STANDARD,3,6,AS8,Z,14.8,11.4,311
6056,LAND ROVER,Discovery TD6 Diesel,SUV - STANDARD,3,6,AS8,D,11.3,9.2,279
6057,LAND ROVER,Discovery Sport,SUV - SMALL,2,4,AS9,Z,11.4,9.3,246
6058,LAND ROVER,Range Rover 3.0,SUV - STANDARD,3,6,AS8,Z,14.1,10.3,291
6059,LAND ROVER,Range Rover TD6 Diesel,SUV - STANDARD,3,6,AS8,D,10.7,8.3,256
6060,LAND ROVER,Range Rover 5.0 Supercharged,SUV - STANDARD,5,8,AS8,Z,14.4,11.3,305
6061,LAND ROVER,Range Rover SVAutobiography LWB,SUV - STANDARD,5,8,AS8,Z,17.9,12.7,365
6062,LAND ROVER,Range Rover Sport 3.0,SUV - STANDARD,3,6,AS8,Z,14.1,10.3,291
6063,LAND ROVER,Range Rover Sport TD6 Diesel,SUV - STANDARD,3,6,AS8,D,10.7,8.3,256
6064,LAND ROVER,Range Rover Sport Supercharged,SUV - STANDARD,5,8,AS8,Z,14.1,10.7,294
6065,LAND ROVER,Range Rover Evoque,SUV - SMALL,2,4,AS9,Z,10.9,8,225
